player_id,position_name,age,v_burst_0_10,v_accel_10_45,v_top_45_90,runner_runs_tot,rate_att_xb,rate_safe,n_sb,n_cs,sb_attempts,sb_success_rate
670764,SS,29,11.494252873563218,22.875816993464056,27.60736196319018,2.339160516528405,0.5211267605633803,0.4929577464788733,14,2,16,0.875
621493,LF,32,11.363636363636363,23.026315789473685,28.301886792452827,-4.06974397674265,0.3383458646616539,0.3157894736842105,2,3,5,0.4
802139,2B,23,12.195121951219512,24.137931034482754,28.301886792452834,3.372144127773254,0.3495145631067961,0.3495145631067961,10,0,10,1.0
810938,2B,25,11.494252873563218,23.17880794701987,28.301886792452827,1.3049234361693605,0.4249999999999999,0.4249999999999999,6,1,7,0.8571428571428571
691026,SS,24,11.764705882352942,23.64864864864865,28.662420382165607,1.5372853922181224,0.3333333333333333,0.3333333333333333,5,0,5,1.0
677951,SS,26,11.764705882352942,24.305555555555557,30.405405405405407,4.384254221165792,0.39,0.38,25,3,28,0.8928571428571429
695578,RF,23,11.904761904761905,23.809523809523807,28.125,1.2033366533393597,0.364406779661017,0.3559322033898305,13,2,15,0.8666666666666667
592885,DH,34,12.048192771084338,23.026315789473685,27.4390243902439,0.6272650508498188,0.4385964912280702,0.4210526315789473,5,0,5,1.0
702284,2B,22,11.764705882352942,23.489932885906043,28.301886792452827,-0.6940994228512946,0.3870967741935486,0.3763440860215056,2,3,5,0.4
696285,CF,26,11.235955056179774,23.64864864864865,29.411764705882355,2.156965539234646,0.4237288135593219,0.4237288135593219,9,2,11,0.8181818181818182
